id,Name,CountryName,X,Y,Start time,End time,Duration,Class_label,N merged events,Temporal context start,Temporal context end,AND_6,AND_5,AND_4,AND_3,AND_2,AND_1,LMM_6,LMM_5,LMM_4,LMM_3,LMM_2,LMM_1,HM_6,HM_5,HM_4,HM_3,HM_2,HM_1,HMM_6,HMM_5,HMM_4,HMM_3,HMM_2,HMM_1,NM_6,NM_5,NM_4,NM_3,NM_2,NM_1,DM_6,DM_5,DM_4,DM_3,DM_2,DM_1,SH_6,SH_5,SH_4,SH_3,SH_2,SH_1,IM_6,IM_5,IM_4,IM_3,IM_2,IM_1,AND_Start,AND_End,AND_Duration,LMM_Start,LMM_End,LMM_Duration,HM_Start,HM_End,HM_Duration,HMM_Start,HMM_End,HMM_Duration,NM_Start,NM_End,NM_Duration,DM_Start,DM_End,DM_Duration,SH_Start,SH_End,SH_Duration,IM_Start,IM_End,IM_Duration
HR_low to medium morbidity_7_16-03-2020_10-05-2020,HR_low to medium morbidity_7_16-03-2020_10-05-2020,Croatia,16,45.8,16/03/2020,44109,56,low to medium morbidity,7,43892,16-03-2020,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,-1,4,0,0,0,0,0,0,0,0,0,-4,-1,4,-1,-1,1,0,0,0,0,0,0
HR_low to medium morbidity_15_22-06-2020_11-10-2020,HR_low to medium morbidity_15_22-06-2020_11-10-2020,Croatia,16,45.8,22/06/2020,44145,112,low to medium morbidity,15,44140,22-06-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,0,0,0,-6,-5,2
HR_low to medium morbidity_4_24-05-2021_27-06-2021,HR_low to medium morbidity_4_24-05-2021_27-06-2021,Croatia,16,45.8,24/05/2021,27/06/2021,35,low to medium morbidity,4,44534,24-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-1,2,-6,-2,5,-6,-1,6,0,0,0,0,0,0,0,0,0
HR_high morbidity_4_05-10-2020_08-11-2020,HR_high morbidity_4_05-10-2020_08-11-2020,Croatia,16,45.8,43961,44054,35,high morbidity,4,24-08-2020,43961,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
HR_high morbidity_11_18-01-2021_11-04-2021,HR_high morbidity_11_18-01-2021_11-04-2021,Croatia,16,45.8,18/01/2021,44504,84,high morbidity,11,44024,18-01-2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-5,2,-5,-4,2,-4,-3,2,-3,-1,3
HR_high morbidity_2_10-05-2021_30-05-2021,HR_high morbidity_2_10-05-2021_30-05-2021,Croatia,16,45.8,44474,30/05/2021,21,high morbidity,2,29-03-2021,44474,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,-6,-1,6,0,0,0,0,0,0,0,0,0
HR_high morbidity and mortality_11_02-11-2020_24-01-2021,HR_high morbidity and mortality_11_02-11-2020_24-01-2021,Croatia,16,45.8,43872,24/01/2021,84,high morbidity and mortality,11,21-09-2020,43872,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
HR_high morbidity and mortality_5_05-04-2021_16-05-2021,HR_high morbidity and mortality_5_05-04-2021_16-05-2021,Croatia,16,45.8,44320,16/05/2021,42,high morbidity and mortality,5,22-02-2021,44320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
HU_almost no disease_6_17-02-2020_05-04-2020,HU_almost no disease_6_17-02-2020_05-04-2020,Hungary,19.083332,47.5,17/02/2020,43955,49,almost no disease,6,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HU_almost no disease_13_25-05-2020_30-08-2020,HU_almost no disease_13_25-05-2020_30-08-2020,Hungary,19.083332,47.5,25/05/2020,30/08/2020,98,almost no disease,13,13-04-2020,25-05-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-3,-1,3,0,0,0,-6,-4,3,-4,-3,2
HU_almost no disease_1_14-06-2021..27-06-2021,HU_almost no disease_1_14-06-2021..27-06-2021,Hungary,19.083332,47.5,14/06/2021,27/06/2021,14,almost no disease,1,44260,14-06-2021,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-1,5,0,0,0,-6,-5,2,-6,-1,6,0,0,0,0,0,0,0,0,0
HU_low to medium morbidity_8_30-03-2020_31-05-2020,HU_low to medium morbidity_8_30-03-2020_31-05-2020,Hungary,19.083332,47.5,30/03/2020,31/05/2020,63,low to medium morbidity,8,17-02-2020,30-03-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,-1,-1,1,0,0,0
HU_low to medium morbidity_4_24-08-2020_27-09-2020,HU_low to medium morbidity_4_24-08-2020_27-09-2020,Hungary,19.083332,47.5,24/08/2020,27/09/2020,35,low to medium morbidity,4,13-07-2020,24-08-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
HU_low to medium morbidity_5_10-05-2021_20-06-2021,HU_low to medium morbidity_5_10-05-2021_20-06-2021,Hungary,19.083332,47.5,44474,20/06/2021,42,low to medium morbidity,5,29-03-2021,44474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-1,6,0,0,0,0,0,0,0,0,0
HU_high morbidity_5_21-09-2020_01-11-2020,HU_high morbidity_5_21-09-2020_01-11-2020,Hungary,19.083332,47.5,21/09/2020,43841,42,high morbidity,5,44112,21-09-2020,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
HU_high morbidity and mortality_28_26-10-2020_16-05-2021,HU_high morbidity and mortality_28_26-10-2020_16-05-2021,Hungary,19.083332,47.5,26/10/2020,16/05/2021,203,high morbidity and mortality,28,14-09-2020,26-10-2020,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IE_almost no disease_3_17-02-2020_15-03-2020,IE_almost no disease_3_17-02-2020_15-03-2020,Ireland,-6.233333,53.316666,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IE_almost no disease_7_08-06-2020_02-08-2020,IE_almost no disease_7_08-06-2020_02-08-2020,Ireland,-6.233333,53.316666,44049,43869,56,almost no disease,7,27-04-2020,44049,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,-6,-6,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
IE_low to medium morbidity_3_09-03-2020_05-04-2020,IE_low to medium morbidity_3_09-03-2020_05-04-2020,Ireland,-6.233333,53.316666,44077,43955,28,low to medium morbidity,3,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0
IE_low to medium morbidity_6_27-04-2020_14-06-2020,IE_low to medium morbidity_6_27-04-2020_14-06-2020,Ireland,-6.233333,53.316666,27/04/2020,14/06/2020,49,low to medium morbidity,6,16-03-2020,27-04-2020,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-4,3,-4,-1,3,-3,-1,3,0,0,0,-6,-4,3,-4,-1,4,0,0,0
IE_low to medium morbidity_9_27-07-2020_04-10-2020,IE_low to medium morbidity_9_27-07-2020_04-10-2020,Ireland,-6.233333,53.316666,27/07/2020,43931,70,low to medium morbidity,9,15-06-2020,27-07-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-6,1,0,0,0
IE_low to medium morbidity_6_02-11-2020_20-12-2020,IE_low to medium morbidity_6_02-11-2020_20-12-2020,Ireland,-6.233333,53.316666,43872,20/12/2020,49,low to medium morbidity,6,21-09-2020,43872,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-3,4,-3,-1,3,-1,-1,1,0,0,0
IE_low to medium morbidity_11_05-04-2021_27-06-2021,IE_low to medium morbidity_11_05-04-2021_27-06-2021,Ireland,-6.233333,53.316666,44320,27/06/2021,84,low to medium morbidity,11,22-02-2021,44320,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
IE_high morbidity_1_30-03-2020..12-04-2020,IE_high morbidity_1_30-03-2020..12-04-2020,Ireland,-6.233333,53.316666,30/03/2020,44169,14,high morbidity,1,17-02-2020,30-03-2020,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,0,0,0
IE_high morbidity_1_20-04-2020..03-05-2020,IE_high morbidity_1_20-04-2020..03-05-2020,Ireland,-6.233333,53.316666,20/04/2020,43895,14,high morbidity,1,44077,20-04-2020,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-6,-6,1,-6,-3,4,-3,-2,2,-2,-1,2,-6,-6,1,-6,-3,4,-3,-1,3,0,0,0
IE_high morbidity_5_28-09-2020_08-11-2020,IE_high morbidity_5_28-09-2020_08-11-2020,Ireland,-6.233333,53.316666,28/09/2020,44054,42,high morbidity,5,17-08-2020,28-09-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-2,-1,2,-6,-6,1,-6,-4,3,-4,-2,3
IE_high morbidity_3_14-12-2020_10-01-2021,IE_high morbidity_3_14-12-2020_10-01-2021,Ireland,-6.233333,53.316666,14/12/2020,44470,28,high morbidity,3,43872,14-12-2020,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,-6,-1,6,-6,-6,1,0,0,0,-1,-1,1,0,0,0,-6,-3,4,-3,-1,3
IE_high morbidity_8_08-02-2021_11-04-2021,IE_high morbidity_8_08-02-2021_11-04-2021,Ireland,-6.233333,53.316666,44410,44504,63,high morbidity,8,28-12-2020,44410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,-6,-6,1,-6,-1,6,0,0,0
IE_high morbidity and mortality_2_06-04-2020_26-04-2020,IE_high morbidity and mortality_2_06-04-2020_26-04-2020,Ireland,-6.233333,53.316666,43986,26/04/2020,21,high morbidity and mortality,2,24-02-2020,43986,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,-6,-4,3,-4,-1,4,-1,-1,1,0,0,0,-6,-4,3,-4,-1,4,-1,-1,1,0,0,0
IE_high morbidity and mortality_5_04-01-2021_14-02-2021,IE_high morbidity and mortality_5_04-01-2021_14-02-2021,Ireland,-6.233333,53.316666,44287,14/02/2021,42,high morbidity and mortality,5,23-11-2020,44287,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,-6,-3,4,-3,-1,3,0,0,0,-4,-3,2,-3,-1,3,-6,-1,2,-6,-4,3
IL_almost no disease_3_17-02-2020_15-03-2020,IL_almost no disease_3_17-02-2020_15-03-2020,Israel,35.233334,31.766666,17/02/2020,15/03/2020,28,almost no disease,3,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL_almost no disease_5_27-04-2020_07-06-2020,IL_almost no disease_5_27-04-2020_07-06-2020,Israel,35.233334,31.766666,27/04/2020,44018,42,almost no disease,5,16-03-2020,27-04-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0
IL_almost no disease_8_19-04-2021_20-06-2021,IL_almost no disease_8_19-04-2021_20-06-2021,Israel,35.233334,31.766666,19/04/2021,20/06/2021,63,almost no disease,8,44411,19-04-2021,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-6,1
IL_low to medium morbidity_7_09-03-2020_03-05-2020,IL_low to medium morbidity_7_09-03-2020_03-05-2020,Israel,35.233334,31.766666,44077,43895,56,low to medium morbidity,7,27-01-2020,44077,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,-1,3,0,0,0,0,0,0,0,0,0,-3,-1,3,-1,-1,1,0,0,0,0,0,0
IL_low to medium morbidity_4_01-06-2020_05-07-2020,IL_low to medium morbidity_4_01-06-2020_05-07-2020,Israel,35.233334,31.766666,43836,43958,35,low to medium morbidity,4,20-04-2020,43836,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,-5,-1,5,-6,-5,2,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5
IL_low to medium morbidity_4_19-10-2020_22-11-2020,IL_low to medium morbidity_4_19-10-2020_22-11-2020,Israel,35.233334,31.766666,19/10/2020,22/11/2020,35,low to medium morbidity,4,44021,19-10-2020,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-6,1,-6,-4,3,-4,-1,4,0,0,0
IL_low to medium morbidity_4_22-03-2021_25-04-2021,IL_low to medium morbidity_4_22-03-2021_25-04-2021,Israel,35.233334,31.766666,22/03/2021,25/04/2021,35,low to medium morbidity,4,44410,22-03-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-2,-1,2,0,0,0,-6,-3,4,-3,-2,2
IL_low to medium morbidity_1_14-06-2021..27-06-2021,IL_low to medium morbidity_1_14-06-2021..27-06-2021,Israel,35.233334,31.766666,14/06/2021,27/06/2021,14,low to medium morbidity,1,44260,14-06-2021,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,4,-6,-5,2,0,0,0,-5,-3,3
IL_high morbidity_16_29-06-2020_25-10-2020,IL_high morbidity_16_29-06-2020_25-10-2020,Israel,35.233334,31.766666,29/06/2020,25/10/2020,119,high morbidity,16,18-05-2020,29-06-2020,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,-6,-4,3,-4,-1,4,0,0,0,0,0,0,-4,-1,4,0,0,0,0,0,0,-6,-4,3
IL_high morbidity_18_16-11-2020_28-03-2021,IL_high morbidity_18_16-11-2020_28-03-2021,Israel,35.233334,31.766666,16/11/2020,28/03/2021,133,high morbidity,18,43961,16-11-2020,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-4,-1,4,-6,-4,3,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
IN_almost no disease_18_17-02-2020_28-06-2020,IN_almost no disease_18_17-02-2020_28-06-2020,India,77.2,28.6,17/02/2020,28/06/2020,133,almost no disease,18,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN_almost no disease_8_04-01-2021_07-03-2021,IN_almost no disease_8_04-01-2021_07-03-2021,India,77.2,28.6,44287,44380,63,almost no disease,8,23-11-2020,44287,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IN_low to medium morbidity_28_22-06-2020_10-01-2021,IN_low to medium morbidity_28_22-06-2020_10-01-2021,India,77.2,28.6,22/06/2020,44470,203,low to medium morbidity,28,44140,22-06-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
IN_low to medium morbidity_5_01-03-2021_11-04-2021,IN_low to medium morbidity_5_01-03-2021_11-04-2021,India,77.2,28.6,44199,44504,42,low to medium morbidity,5,18-01-2021,44199,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IN_low to medium morbidity_3_31-05-2021_27-06-2021,IN_low to medium morbidity_3_31-05-2021_27-06-2021,India,77.2,28.6,31/05/2021,27/06/2021,28,low to medium morbidity,3,19-04-2021,31-05-2021,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-6,1,-6,-4,3,-4,-1,4,0,0,0
IN_high morbidity_8_05-04-2021_06-06-2021,IN_high morbidity_8_05-04-2021_06-06-2021,India,77.2,28.6,44320,44353,63,high morbidity,8,22-02-2021,44320,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-5,2,-5,-1,5,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IQ_almost no disease_14_17-02-2020_31-05-2020,IQ_almost no disease_14_17-02-2020_31-05-2020,Iraq,44.4,33.333332,17/02/2020,31/05/2020,105,almost no disease,14,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQ_low to medium morbidity_11_25-05-2020_16-08-2020,IQ_low to medium morbidity_11_25-05-2020_16-08-2020,Iraq,44.4,33.333332,25/05/2020,16/08/2020,84,low to medium morbidity,11,13-04-2020,25-05-2020,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0
IQ_low to medium morbidity_19_05-10-2020_21-02-2021,IQ_low to medium morbidity_19_05-10-2020_21-02-2021,Iraq,44.4,33.333332,43961,21/02/2021,140,low to medium morbidity,19,24-08-2020,43961,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IQ_high morbidity_8_10-08-2020_11-10-2020,IQ_high morbidity_8_10-08-2020_11-10-2020,Iraq,44.4,33.333332,44112,44145,63,high morbidity,8,29-06-2020,44112,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-5,-1,5,0,0,0,-6,-6,1,-6,-5,2
IQ_high morbidity_18_15-02-2021_27-06-2021,IQ_high morbidity_18_15-02-2021_27-06-2021,Iraq,44.4,33.333332,15/02/2021,27/06/2021,133,high morbidity,18,44287,15-02-2021,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-6,-1,6,0,0,0,0,0,0,0,0,0
IT_almost no disease_1_17-02-2020..01-03-2020,IT_almost no disease_1_17-02-2020..01-03-2020,Italy,12.483333,41.9,17/02/2020,43833,14,almost no disease,1,43983,17-02-2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT_almost no disease_8_22-06-2020_23-08-2020,IT_almost no disease_8_22-06-2020_23-08-2020,Italy,12.483333,41.9,22/06/2020,23/08/2020,63,almost no disease,8,44140,22-06-2020,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-6,-1,6,0,0,0,0,0,0,-2,-1,2,0,0,0,0,0,0,-6,-2,5
IT_low to medium morbidity_3_24-02-2020_22-03-2020,IT_low to medium morbidity_3_24-02-2020_22-03-2020,Italy,12.483333,41.9,24/02/2020,22/03/2020,28,low to medium morbidity,3,13-01-2020,24-02-2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,0,0,0,0,0,0,0,0
